National_Dex,Pokemon,Form,Series
503,Samurott,Hisuian,"['LA', 'SV']"
504,Patrat,,"['BW', 'B2W2', 'XY', 'ZA']"
505,Watchog,,"['BW', 'B2W2', 'XY', 'ZA']"
506,Lillipup,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
507,Herdier,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
508,Stoutland,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
509,Purrloin,,"['BW', 'B2W2', 'XY', 'SwSh', 'ZA']"
510,Liepard,,"['BW', 'B2W2', 'XY', 'SwSh', 'ZA']"
511,Pansage,,"['BW', 'B2W2', 'XY', 'ZA']"
512,Simisage,,"['BW', 'B2W2', 'XY', 'ZA']"
513,Pansear,,"['BW', 'B2W2', 'XY', 'ZA']"
514,Simisear,,"['BW', 'B2W2', 'XY', 'ZA']"
515,Panpour,,"['BW', 'B2W2', 'XY', 'ZA']"
516,Simipour,,"['BW', 'B2W2', 'XY', 'ZA']"
517,Munna,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'ZA']"
518,Musharna,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'ZA']"
519,Pidove,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh']"
520,Tranquill,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh']"
521,Unfezant,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh']"
522,Blitzle,,"['BW', 'B2W2', 'XY', 'OrAs', 'SV']"
523,Zebstrika,,"['BW', 'B2W2', 'XY', 'OrAs', 'SV']"
524,Roggenrola,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
525,Boldore,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
526,Gigalith,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
527,Woobat,,"['BW', 'B2W2', 'XY', 'SwSh']"
528,Swoobat,,"['BW', 'B2W2', 'XY', 'SwSh']"
529,Drilbur,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'ZA', 'SV']"
530,Excadrill,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'ZA', 'SV']"
531,Audino,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'ZA']"
532,Timburr,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
533,Gurdurr,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
534,Conkeldurr,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
535,Tympole,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh']"
536,Palpitoad,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh']"
537,Seismitoad,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh']"
538,Throh,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'ZA']"
539,Sawk,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'ZA']"
540,Sewaddle,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SV']"
541,Swadloon,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SV']"
542,Leavanny,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SV']"
543,Venipede,,"['BW', 'B2W2', 'XY', 'SM', 'SwSh', 'ZA']"
544,Whirlipede,,"['BW', 'B2W2', 'XY', 'SM', 'SwSh', 'ZA']"
545,Scolipede,,"['BW', 'B2W2', 'XY', 'SM', 'SwSh', 'ZA']"
546,Cottonee,,"['BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
547,Whimsicott,,"['BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
548,Petilil,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'LA', 'SwSh', 'SV']"
549,Lilligant,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
549,Lilligant,Hisuian,"['LA', 'SV']"
550,Basculin,,"['BW', 'B2W2', 'XY', 'UsUm', 'LA', 'SwSh', 'SV']"
550,Basculin,White Striped Form,['SV']
551,Sandile,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
552,Krokorok,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
553,Krookodile,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
554,Darumaka,,"['BW', 'B2W2', 'OrAs', 'SwSh']"
554,Darumaka,Galarian,['SwSh']
555,Darmanitan,,"['BW', 'B2W2', 'OrAs', 'SwSh', 'SwSh']"
555,Darmanitan,Galarian,['SwSh']
556,Maractus,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh']"
557,Dwebble,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh']"
558,Crustle,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh']"
559,Scraggy,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
560,Scrafty,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
561,Sigilyph,,"['BW', 'B2W2', 'XY', 'UsUm', 'SwSh']"
562,Yamask,,"['BW', 'B2W2', 'OrAs', 'SwSh', 'ZA']"
562,Yamask,Galarian,"['SwSh', 'ZA']"
563,Cofagrigus,,"['BW', 'B2W2', 'OrAs', 'SwSh', 'ZA']"
564,Tirtouga,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
565,Carracosta,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
566,Archen,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
567,Archeops,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh']"
568,Trubbish,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA']"
569,Garbodor,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA']"
570,Zorua,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'SV']"
570,Zorua,Hisuian,"['LA', 'SV']"
571,Zoroark,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'SV']"
571,Zoroark,Hisuian,"['LA', 'SV']"
572,Minccino,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'SV']"
573,Cinccino,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'SV']"
574,Gothita,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
575,Gothorita,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
576,Gothitelle,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
577,Solosis,,"['BW', 'B2W2', 'XY', 'SM', 'SwSh', 'SV']"
578,Duosion,,"['BW', 'B2W2', 'XY', 'SM', 'SwSh', 'SV']"
579,Reuniclus,,"['BW', 'B2W2', 'XY', 'SM', 'SwSh', 'SV']"
580,Ducklett,,"['BW', 'B2W2', 'XY', 'UsUm', 'SV']"
581,Swanna,,"['BW', 'B2W2', 'XY', 'UsUm', 'SV']"
582,Vanillite,,"['BW', 'B2W2', 'XY', 'SM', 'UsUm', 'SwSh', 'ZA']"
583,Vanillish,,"['BW', 'B2W2', 'XY', 'SM', 'UsUm', 'SwSh', 'ZA']"
584,Vanilluxe,,"['BW', 'B2W2', 'XY', 'SM', 'UsUm', 'SwSh', 'ZA']"
585,Deerling,,"['BW', 'B2W2', 'XY', 'OrAs', 'SV']"
586,Sawsbuck,,"['BW', 'B2W2', 'XY', 'OrAs', 'SV']"
587,Emolga,,"['BW', 'B2W2', 'XY', 'SM', 'UsUm', 'SwSh', 'ZA']"
588,Karrablast,,"['BW', 'B2W2', 'XY', 'SwSh']"
589,Escavalier,,"['BW', 'B2W2', 'XY', 'SwSh']"
590,Foongus,,"['BW', 'B2W2', 'XY', 'SwSh', 'ZA', 'SV']"
591,Amoonguss,,"['BW', 'B2W2', 'XY', 'SwSh', 'ZA', 'SV']"
592,Frillish,,"['BW', 'B2W2', 'OrAs', 'UsUm', 'SwSh']"
593,Jellicent,,"['BW', 'B2W2', 'OrAs', 'UsUm', 'SwSh']"
594,Alomomola,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SV']"
595,Joltik,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'SV']"
596,Galvantula,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'SV']"
597,Ferroseed,,"['BW', 'B2W2', 'XY', 'SwSh']"
598,Ferrothorn,,"['BW', 'B2W2', 'XY', 'SwSh']"
599,Klink,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh']"
600,Klang,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh']"
601,Klinklang,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh']"
602,Tynamo,,"['BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'ZA', 'SV']"
603,Eelektrik,,"['BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'ZA', 'SV']"
604,Eelektross,,"['BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'ZA', 'SV']"
605,Elgyem,,"['BW', 'B2W2', 'OrAs', 'UsUm', 'SwSh']"
606,Beheeyem,,"['BW', 'B2W2', 'OrAs', 'UsUm', 'SwSh']"
607,Litwick,,"['BW', 'B2W2', 'XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
608,Lampent,,"['BW', 'B2W2', 'XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
609,Chandelure,,"['BW', 'B2W2', 'XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
610,Axew,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
611,Fraxure,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
612,Haxorus,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
613,Cubchoo,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'SV']"
614,Beartic,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'SV']"
615,Cryogonal,,"['BW', 'B2W2', 'XY', 'SwSh', 'ZA', 'SV']"
616,Shelmet,,"['BW', 'B2W2', 'XY', 'SwSh']"
617,Accelgor,,"['BW', 'B2W2', 'XY', 'SwSh']"
618,Stunfisk,,"['BW', 'B2W2', 'XY', 'UsUm', 'SwSh', 'ZA']"
618,Stunfisk,Galarian,"['SwSh', 'ZA']"
619,Mienfoo,,"['BW', 'B2W2', 'XY', 'UsUm', 'SwSh', 'SV']"
620,Mienshao,,"['BW', 'B2W2', 'XY', 'UsUm', 'SwSh', 'SV']"
621,Druddigon,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh']"
622,Golett,,"['BW', 'B2W2', 'XY', 'UsUm', 'SwSh', 'ZA', 'SV']"
623,Golurk,,"['BW', 'B2W2', 'XY', 'UsUm', 'SwSh', 'ZA', 'SV']"
624,Pawniard,,"['BW', 'B2W2', 'XY', 'UsUm', 'SwSh', 'SV']"
625,Bisharp,,"['BW', 'B2W2', 'XY', 'UsUm', 'SwSh', 'SV']"
626,Bouffalant,,"['BW', 'B2W2', 'OrAs', 'SwSh']"
627,Rufflet,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'LA', 'SwSh', 'SV']"
628,Braviary,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
628,Braviary,Hisuian,"['LA', 'SV']"
629,Vullaby,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
630,Mandibuzz,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
631,Heatmor,,"['BW', 'B2W2', 'XY', 'SwSh']"
632,Durant,,"['BW', 'B2W2', 'XY', 'SwSh']"
633,Deino,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
634,Zweilous,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
635,Hydreigon,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'SwSh', 'SV']"
636,Larvesta,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'SV']"
637,Volcarona,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'SV']"
638,Cobalion,,"['BW', 'B2W2', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
639,Terrakion,,"['BW', 'B2W2', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
640,Virizion,,"['BW', 'B2W2', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
641,Tornadus,,"['BW', 'OrAs', 'SM', 'UsUm', 'LA', 'SwSh', 'SV']"
641,Tornadus,Therian Forme,"['LA', 'SwSh', 'SV']"
642,Thundurus,,"['BW', 'OrAs', 'SM', 'UsUm', 'LA', 'SwSh', 'SV']"
642,Thundurus,Therian Forme,"['LA', 'SwSh', 'SV']"
643,Reshiram,,"['BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
644,Zekrom,,"['BW', 'B2W2', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SV']"
645,Landorus,,"['BW', 'OrAs', 'UsUm', 'LA', 'SV']"
645,Landorus,Therian Forme,"['LA', 'SwSh', 'SV']"
646,Black Kyurem,,['SV']
646,Kyurem,,"['BW', 'B2W2', 'XY', 'OrAs', 'UsUm', 'SwSh', 'SV']"
646,White Kyurem,,['SV']
647,Keldeo,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'ZA', 'SV']"
647,Keldeo,Resolute Form,"['SwSh', 'ZA']"
648,Meloetta,,"['BW', 'B2W2', 'XY', 'OrAs', 'SM', 'UsUm', 'ZA', 'SV']"
649,Genesect,,"['BW', 'B2W2', 'XY', 'OrAs', 'SwSh', 'ZA']"
650,Chespin,,"['XY', 'UsUm', 'ZA', 'SV']"
651,Quilladin,,"['XY', 'UsUm', 'ZA', 'SV']"
652,Chesnaught,,"['XY', 'UsUm', 'ZA', 'SV']"
653,Fennekin,,"['XY', 'UsUm', 'ZA', 'SV']"
654,Braixen,,"['XY', 'UsUm', 'ZA', 'SV']"
655,Delphox,,"['XY', 'UsUm', 'ZA', 'SV']"
656,Froakie,,"['XY', 'UsUm', 'ZA', 'SV']"
657,Frogadier,,"['XY', 'UsUm', 'ZA', 'SV']"
658,Greninja,,"['XY', 'UsUm', 'ZA', 'SV']"
659,Bunnelby,,"['XY', 'SwSh', 'ZA']"
660,Diggersby,,"['XY', 'SwSh', 'ZA']"
661,Fletchling,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
662,Fletchinder,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
663,Talonflame,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
664,Scatterbug,,"['XY', 'UsUm', 'ZA', 'SV']"
665,Spewpa,,"['XY', 'UsUm', 'ZA', 'SV']"
666,Vivillon,,"['XY', 'UsUm', 'ZA', 'SV']"
667,Litleo,,"['XY', 'UsUm', 'ZA', 'SV']"
668,Pyroar,,"['XY', 'UsUm', 'ZA', 'SV']"
669,Flabebe,,"['ZA', 'SV']"
669,Flabébé,,"['XY', 'UsUm']"
670,Floette,,"['XY', 'UsUm', 'ZA', 'SV']"
670,Floette,Eternal,['ZA']
671,Florges,,"['XY', 'UsUm', 'ZA', 'SV']"
672,Skiddo,,"['XY', 'ZA', 'SV']"
673,Gogoat,,"['XY', 'ZA', 'SV']"
674,Pancham,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA']"
675,Pangoro,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA']"
676,Furfrou,,"['XY', 'UsUm', 'ZA']"
677,Espurr,,"['XY', 'SwSh', 'ZA', 'SV']"
678,Meowstic,,"['XY', 'SwSh', 'ZA', 'SV']"
678,Meowstic,Male,['SV']
679,Honedge,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA']"
680,Doublade,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA']"
681,Aegislash,,"['XY', 'SM', 'UsUm', 'SwSh', 'SwSh', 'ZA']"
682,Spritzee,,"['XY', 'SwSh', 'ZA']"
683,Aromatisse,,"['XY', 'SwSh', 'ZA']"
684,Swirlix,,"['XY', 'SwSh', 'ZA']"
685,Slurpuff,,"['XY', 'SwSh', 'ZA']"
686,Inkay,,"['XY', 'UsUm', 'SwSh', 'ZA', 'SV']"
687,Malamar,,"['XY', 'UsUm', 'SwSh', 'ZA', 'SV']"
688,Binacle,,"['XY', 'OrAs', 'UsUm', 'SwSh', 'ZA']"
689,Barbaracle,,"['XY', 'OrAs', 'UsUm', 'SwSh', 'ZA']"
690,Skrelp,,"['XY', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
691,Dragalge,,"['XY', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
692,Clauncher,,"['XY', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
693,Clawitzer,,"['XY', 'OrAs', 'UsUm', 'SwSh', 'ZA', 'SV']"
694,Helioptile,,"['XY', 'UsUm', 'SwSh', 'ZA']"
695,Heliolisk,,"['XY', 'UsUm', 'SwSh', 'ZA']"
696,Tyrunt,,"['XY', 'UsUm', 'SwSh', 'ZA']"
697,Tyrantrum,,"['XY', 'UsUm', 'SwSh', 'ZA']"
698,Amaura,,"['XY', 'UsUm', 'SwSh', 'ZA']"
699,Aurorus,,"['XY', 'UsUm', 'SwSh', 'ZA']"
700,Sylveon,,"['XY', 'OrAs', 'SM', 'UsUm', 'LA', 'SwSh', 'ZA', 'SV']"
701,Hawlucha,,"['XY', 'UsUm', 'SwSh', 'ZA', 'SV']"
702,Dedenne,,"['XY', 'UsUm', 'SwSh', 'ZA', 'SV']"
703,Carbink,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
704,Goomy,,"['XY', 'SM', 'UsUm', 'LA', 'SwSh', 'ZA', 'SV']"
705,Sliggoo,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
705,Sliggoo,Hisuian,"['LA', 'ZA', 'SV']"
706,Goodra,,"['XY', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
706,Goodra,Hisuian,"['LA', 'ZA', 'SV']"
707,Klefki,,"['XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
708,Phantump,,"['XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
709,Trevenant,,"['XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
710,Pumpkaboo,,"['XY', 'SwSh', 'ZA']"
711,Gourgeist,,"['XY', 'SwSh']"
712,Bergmite,,"['XY', 'LA', 'SwSh', 'ZA', 'SV']"
713,Avalugg,,"['XY', 'SwSh', 'ZA', 'SV']"
713,Avalugg,Hisuian,"['LA', 'ZA', 'SV']"
714,Noibat,,"['XY', 'UsUm', 'SwSh', 'ZA', 'SV']"
715,Noivern,,"['XY', 'UsUm', 'SwSh', 'ZA', 'SV']"
716,Xerneas,,"['XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA']"
717,Yveltal,,"['XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'ZA']"
718,Zygarde,,"['XY', 'OrAs', 'SM', 'UsUm', 'SwSh', 'SwSh', 'ZA']"
719,Diancie,,"['XY', 'OrAs', 'SwSh', 'ZA', 'SV']"
720,Hoopa,,"['XY', 'OrAs', 'SM', 'UsUm', 'ZA', 'SV']"
721,Volcanion,,"['XY', 'OrAs', 'SwSh', 'ZA', 'SV']"
722,Rowlet,,"['SM', 'UsUm', 'LA', 'SwSh', 'SV']"
723,Dartrix,,"['SM', 'UsUm', 'LA', 'SwSh', 'SV']"
724,Decidueye,,"['SM', 'UsUm', 'SwSh', 'SV']"
724,Decidueye,Hisuian,"['LA', 'SV']"
725,Litten,,"['SM', 'UsUm', 'SwSh', 'SV']"
726,Torracat,,"['SM', 'UsUm', 'SwSh', 'SV']"
727,Incineroar,,"['SM', 'UsUm', 'SwSh', 'SV']"
728,Popplio,,"['SM', 'UsUm', 'SwSh', 'SV']"
729,Brionne,,"['SM', 'UsUm', 'SwSh', 'SV']"
730,Primarina,,"['SM', 'UsUm', 'SwSh', 'SV']"
731,Pikipek,,"['SM', 'UsUm', 'SV']"
732,Trumbeak,,"['SM', 'UsUm', 'SV']"
733,Toucannon,,"['SM', 'UsUm', 'SV']"
734,Yungoos,,"['SM', 'UsUm', 'SV']"
735,Gumshoos,,"['SM', 'UsUm', 'SV']"
736,Grubbin,,"['SM', 'UsUm', 'SwSh', 'SV']"
737,Charjabug,,"['SM', 'UsUm', 'SwSh', 'SV']"
738,Vikavolt,,"['SM', 'UsUm', 'SwSh', 'SV']"
739,Crabrawler,,"['SM', 'UsUm', 'ZA', 'SV']"
740,Crabominable,,"['SM', 'UsUm', 'ZA', 'SV']"
741,Oricorio,,"['SM', 'UsUm']"
741,Oricorio,Baile Style,['SV']
741,Oricorio,Pa'u Style,['SV']
741,Oricorio,Pom-Pom Style,['SV']
741,Oricorio,Sensu Style,['SV']
742,Cutiefly,,"['SM', 'UsUm', 'SwSh', 'SV']"
743,Ribombee,,"['SM', 'UsUm', 'SwSh', 'SV']"
744,Rockruff,,"['SM', 'UsUm', 'SwSh', 'SV']"
745,Lycanroc,,"['SM', 'UsUm']"
745,Lycanroc,Dusk Form,"['SwSh', 'SV']"
745,Lycanroc,Midday Form,"['SwSh', 'SV']"
745,Lycanroc,Midnight Form,"['SwSh', 'SV']"
746,Wishiwashi,,"['SM', 'UsUm', 'SwSh', 'SwSh']"
747,Mareanie,,"['SM', 'UsUm', 'SwSh', 'SV']"
748,Toxapex,,"['SM', 'UsUm', 'SwSh', 'SV']"
749,Mudbray,,"['SM', 'UsUm', 'SwSh', 'SV']"
750,Mudsdale,,"['SM', 'UsUm', 'SwSh', 'SV']"
751,Dewpider,,"['SM', 'UsUm', 'SwSh', 'SV']"
752,Araquanid,,"['SM', 'UsUm', 'SwSh', 'SV']"
753,Fomantis,,"['SM', 'UsUm', 'SwSh', 'SV']"
754,Lurantis,,"['SM', 'UsUm', 'SwSh', 'SV']"
755,Morelull,,"['SM', 'UsUm', 'SwSh']"
756,Shiinotic,,"['SM', 'UsUm', 'SwSh']"
757,Salandit,,"['SM', 'UsUm', 'SwSh', 'SV']"
758,Salazzle,,"['SM', 'UsUm', 'SwSh', 'SV']"
759,Stufful,,"['SM', 'UsUm', 'SwSh']"
760,Bewear,,"['SM', 'UsUm', 'SwSh']"
761,Bounsweet,,"['SM', 'UsUm', 'SwSh', 'SV']"
762,Steenee,,"['SM', 'UsUm', 'SwSh', 'SV']"
763,Tsareena,,"['SM', 'UsUm', 'SwSh', 'SV']"
764,Comfey,,"['SM', 'UsUm', 'SwSh', 'SV']"
765,Oranguru,,"['SM', 'UsUm', 'SwSh', 'SV']"
766,Passimian,,"['SM', 'UsUm', 'SwSh', 'SV']"
767,Wimpod,,"['SM', 'UsUm', 'SwSh', 'ZA']"
768,Golisopod,,"['SM', 'UsUm', 'SwSh', 'ZA']"
769,Sandygast,,"['SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
770,Palossand,,"['SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
771,Pyukumuku,,"['SM', 'UsUm', 'SwSh']"
772,Type: Null,,"['SM', 'UsUm', 'SwSh']"
773,Silvally,,"['SM', 'UsUm', 'SwSh']"
774,Minior,,"['SM', 'UsUm', 'SV']"
775,Komala,,"['SM', 'UsUm', 'SV']"
776,Turtonator,,"['SM', 'UsUm', 'SwSh']"
777,Togedemaru,,"['SM', 'UsUm', 'SwSh']"
778,Mimikyu,,"['SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
779,Bruxish,,"['SM', 'UsUm', 'SV']"
780,Drampa,,"['SM', 'UsUm', 'SwSh', 'ZA']"
781,Dhelmise,,"['SM', 'UsUm', 'SwSh']"
782,Jangmo-o,,"['SM', 'UsUm', 'SwSh', 'SV']"
783,Hakamo-o,,"['SM', 'UsUm', 'SwSh', 'SV']"
784,Kommo-o,,"['SM', 'UsUm', 'SwSh', 'SV']"
785,Tapu Koko,,"['SM', 'UsUm', 'SwSh']"
786,Tapu Lele,,"['SM', 'UsUm', 'SwSh']"
787,Tapu Bulu,,"['SM', 'UsUm', 'SwSh']"
788,Tapu Fini,,"['SM', 'UsUm', 'SwSh']"
789,Cosmog,,"['SM', 'UsUm', 'SwSh', 'SV']"
790,Cosmoem,,"['SM', 'UsUm', 'SwSh', 'SV']"
791,Solgaleo,,"['SM', 'UsUm', 'SwSh', 'SV']"
792,Lunala,,"['SM', 'UsUm', 'SwSh', 'SV']"
793,Nihilego,,"['SM', 'UsUm', 'SwSh']"
794,Buzzwole,,"['SM', 'UsUm', 'SwSh']"
795,Pheromosa,,"['SM', 'UsUm', 'SwSh']"
796,Xurkitree,,"['SM', 'UsUm', 'SwSh']"
797,Celesteela,,"['SM', 'UsUm', 'SwSh']"
798,Kartana,,"['SM', 'UsUm', 'SwSh']"
799,Guzzlord,,"['SM', 'UsUm', 'SwSh']"
800,Necrozma,,"['SM', 'UsUm', 'SwSh', 'SV']"
800,Necrozma,Dawn Wings,['SV']
800,Necrozma,Dusk Mane,['SV']
801,Magearna,,"['SM', 'UsUm', 'SwSh', 'ZA', 'SV']"
802,Marshadow,,"['SM', 'UsUm', 'SwSh', 'ZA']"
803,Poipole,,"['UsUm', 'SwSh']"
804,Naganadel,,"['UsUm', 'SwSh']"
805,Stakataka,,"['UsUm', 'SwSh']"
806,Blacephalon,,"['UsUm', 'SwSh']"
807,Zeraora,,"['UsUm', 'SwSh', 'ZA']"
808,Meltan,,"['PE', 'SwSh', 'ZA']"
809,Melmetal,,"['PE', 'SwSh', 'ZA']"
810,Grookey,,"['SwSh', 'SV']"
811,Thwackey,,"['SwSh', 'SV']"
812,Rillaboom,,"['SwSh', 'SV']"
813,Scorbunny,,"['SwSh', 'SV']"
814,Raboot,,"['SwSh', 'SV']"
815,Cinderace,,"['SwSh', 'SV']"
816,Sobble,,"['SwSh', 'SV']"
817,Drizzile,,"['SwSh', 'SV']"
818,Inteleon,,"['SwSh', 'SV']"
819,Skwovet,,"['SwSh', 'SV']"
820,Greedent,,"['SwSh', 'SV']"
821,Rookidee,,"['SwSh', 'ZA', 'SV']"
822,Corvisquire,,"['SwSh', 'ZA', 'SV']"
823,Corviknight,,"['SwSh', 'ZA', 'SV']"
824,Blipbug,,['SwSh']
825,Dottler,,['SwSh']
826,Orbeetle,,['SwSh']
827,Nickit,,"['SwSh', 'ZA']"
828,Thievul,,"['SwSh', 'ZA']"
