National_Dex,Pokemon,Dex
433,Chingling,"['DP', 'Hisui ', 'Hoenn (ORAS)', 'Hyperspace', 'Kalos', 'Kitakami', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
434,Stunky,"['DP', 'Galar', 'Hisui ', 'Kalos', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
435,Skuntank,"['DP', 'Galar', 'Hisui ', 'Kalos', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
436,Bronzor,"['Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Kitakami', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
437,Bronzong,"['Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Kitakami', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
438,Bonsly,"['Alola (SM)', 'Alola (USUM)', 'DP', 'Galar', 'Hisui ', 'Kalos', 'Kitakami', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
439,Mime Jr.,"['Alola (USUM)', 'Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Hyperspace', 'Kalos', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
440,Happiny,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'DP', 'Hisui ', 'Isle_of_Armor', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
441,Chatot,"['DP', 'Hisui ', 'Kalos', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
442,Spiritomb,"['Crown_Tundra', 'DP', 'Hisui ', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
443,Gible,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'DP', 'Hisui ', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
444,Gabite,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'DP', 'Hisui ', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
445,Garchomp,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'DP', 'Hisui ', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
446,Munchlax,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Kalos', 'Kitakami', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
447,Riolu,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
448,Lucario,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
449,Hippopotas,"['DP', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
450,Hippowdon,"['DP', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
451,Skorupi,"['DP', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
452,Drapion,"['DP', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
453,Croagunk,"['DP', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
454,Toxicroak,"['DP', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
455,Carnivine,"['DP', 'Hisui ', 'Kalos', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
456,Finneon,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'DP', 'Hisui ', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
457,Lumineon,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'DP', 'Hisui ', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
458,Mantyke,"['Alola (USUM)', 'DP', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
459,Snover,"['Blueberry', 'Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
460,Abomasnow,"['Blueberry', 'Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
461,Weavile,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'DP', 'Galar', 'Hisui ', 'Kalos', 'Kitakami', 'Paldea', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
462,Magnezone,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Hisui ', 'Hoenn (ORAS)', 'Isle_of_Armor', 'Kalos', 'Paldea', 'Sinnoh (Pt)', 'Unova (B2W2)']"
463,Lickilicky,"['Alola (USUM)', 'Hisui ', 'Isle_of_Armor', 'Johto (HgSs)', 'Kalos', 'Sinnoh (Pt)', 'Unova (B2W2)']"
464,Rhyperior,"['Blueberry', 'Galar', 'Hisui ', 'Hoenn (ORAS)', 'Isle_of_Armor', 'Kalos', 'Sinnoh (Pt)']"
465,Tangrowth,"['Hisui ', 'Isle_of_Armor', 'Johto (HgSs)', 'Sinnoh (Pt)', 'Unova (B2W2)']"
466,Electivire,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Crown_Tundra', 'Hisui ', 'Sinnoh (Pt)', 'Unova (B2W2)']"
467,Magmortar,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Crown_Tundra', 'Hisui ', 'Sinnoh (Pt)', 'Unova (B2W2)']"
468,Togekiss,"['Galar', 'Hisui ', 'Sinnoh (Pt)']"
469,Yanmega,"['Hisui ', 'Johto (HgSs)', 'Kalos', 'Kitakami', 'Sinnoh (Pt)', 'Unova (B2W2)']"
470,Leafeon,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea', 'Sinnoh (Pt)', 'Unova (B2W2)']"
471,Glaceon,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Hisui ', 'Kalos', 'Lumiose', 'Paldea', 'Sinnoh (Pt)', 'Unova (B2W2)']"
472,Gliscor,"['Hisui ', 'Kalos', 'Kitakami', 'Sinnoh (Pt)', 'Unova (B2W2)']"
473,Mamoswine,"['Crown_Tundra', 'Galar', 'Hisui ', 'Johto (HgSs)', 'Kalos', 'Kitakami', 'Sinnoh (Pt)', 'Unova (B2W2)']"
474,Porygon-Z,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Hisui ', 'Hyperspace', 'Isle_of_Armor', 'Sinnoh (Pt)']"
475,Gallade,"['Galar', 'Hisui ', 'Hoenn (ORAS)', 'Isle_of_Armor', 'Kalos', 'Kitakami', 'Lumiose', 'Paldea', 'Sinnoh (Pt)']"
476,Probopass,"['Alola (SM)', 'Alola (USUM)', 'Hisui ', 'Hoenn (ORAS)', 'Kalos', 'Kitakami', 'Sinnoh (Pt)', 'Unova (B2W2)']"
477,Dusknoir,"['Galar', 'Hisui ', 'Hoenn (ORAS)', 'Kitakami', 'Sinnoh (Pt)']"
478,Froslass,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Hisui ', 'Hoenn (ORAS)', 'Kitakami', 'Lumiose', 'Paldea', 'Sinnoh (Pt)']"
479,Rotom,"['Blueberry', 'Galar', 'Hisui ', 'Hyperspace', 'Kalos', 'Paldea', 'Sinnoh (Pt)']"
480,Uxie,"['DP', 'Hisui ', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
481,Mesprit,"['DP', 'Hisui ', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
482,Azelf,"['DP', 'Hisui ', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
483,Dialga,"['DP', 'Hisui ', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
484,Palkia,"['DP', 'Hisui ', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
485,Heatran,"['Hisui ', 'Hyperspace']"
486,Regigigas,['Hisui ']
487,Giratina,"['Hisui ', 'Sinnoh (Pt)']"
488,Cresselia,['Hisui ']
489,Phione,['Hisui ']
490,Manaphy,"['DP', 'Hisui ', 'Sinnoh (BdSp)', 'Sinnoh (DP)', 'Sinnoh (Pt)']"
491,Darkrai,"['Hisui ', 'Hyperspace']"
492,Shaymin,['Hisui ']
493,Arceus,['Hisui ']
494,Victini,"['Unova (B2W2)', 'Unova (BW)']"
495,Snivy,"['Blueberry', 'Unova (B2W2)', 'Unova (BW)']"
496,Servine,"['Blueberry', 'Unova (B2W2)', 'Unova (BW)']"
497,Serperior,"['Blueberry', 'Unova (B2W2)', 'Unova (BW)']"
498,Tepig,"['Blueberry', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
499,Pignite,"['Blueberry', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
500,Emboar,"['Blueberry', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
501,Oshawott,"['Blueberry', 'Hisui ', 'Unova (B2W2)', 'Unova (BW)']"
502,Dewott,"['Blueberry', 'Hisui ', 'Unova (B2W2)', 'Unova (BW)']"
503,Samurott,"['Blueberry', 'Hisui ', 'Unova (B2W2)', 'Unova (BW)']"
504,Patrat,"['Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
505,Watchog,"['Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
506,Lillipup,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Unova (B2W2)', 'Unova (BW)']"
507,Herdier,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Unova (B2W2)', 'Unova (BW)']"
508,Stoutland,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Unova (B2W2)', 'Unova (BW)']"
509,Purrloin,"['Galar', 'Hyperspace', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
510,Liepard,"['Galar', 'Hyperspace', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
511,Pansage,"['Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
512,Simisage,"['Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
513,Pansear,"['Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
514,Simisear,"['Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
515,Panpour,"['Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
516,Simipour,"['Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
517,Munna,"['Galar', 'Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
518,Musharna,"['Galar', 'Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
519,Pidove,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
520,Tranquill,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
521,Unfezant,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
522,Blitzle,"['Blueberry', 'Unova (B2W2)', 'Unova (BW)']"
523,Zebstrika,"['Blueberry', 'Unova (B2W2)', 'Unova (BW)']"
524,Roggenrola,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
525,Boldore,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
526,Gigalith,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
527,Woobat,"['Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
528,Swoobat,"['Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
529,Drilbur,"['Blueberry', 'Galar', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
530,Excadrill,"['Blueberry', 'Galar', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
531,Audino,"['Crown_Tundra', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
532,Timburr,"['Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
533,Gurdurr,"['Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
534,Conkeldurr,"['Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
535,Tympole,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
536,Palpitoad,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
537,Seismitoad,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
538,Throh,"['Galar', 'Hyperspace', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
539,Sawk,"['Galar', 'Hyperspace', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
540,Sewaddle,"['Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
541,Swadloon,"['Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
542,Leavanny,"['Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
543,Venipede,"['Isle_of_Armor', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
544,Whirlipede,"['Isle_of_Armor', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
545,Scolipede,"['Isle_of_Armor', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
546,Cottonee,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Crown_Tundra', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
547,Whimsicott,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Crown_Tundra', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
548,Petilil,"['Alola (SM)', 'Alola (USUM)', 'Hisui ', 'Isle_of_Armor', 'Kitakami', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
549,Lilligant,"['Alola (SM)', 'Alola (USUM)', 'Hisui ', 'Isle_of_Armor', 'Kitakami', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
550,Basculin,"['Alola (USUM)', 'Crown_Tundra', 'Galar', 'Hisui ', 'Kalos', 'Kitakami', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
551,Sandile,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
552,Krokorok,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
553,Krookodile,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
554,Darumaka,"['Crown_Tundra', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
555,Darmanitan,"['Crown_Tundra', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
556,Maractus,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
557,Dwebble,"['Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
558,Crustle,"['Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
559,Scraggy,"['Alola (USUM)', 'Blueberry', 'Galar', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
560,Scrafty,"['Alola (USUM)', 'Blueberry', 'Galar', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
561,Sigilyph,"['Galar', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
562,Yamask,"['Galar', 'Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
563,Cofagrigus,"['Galar', 'Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
564,Tirtouga,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Unova (B2W2)', 'Unova (BW)']"
565,Carracosta,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Unova (B2W2)', 'Unova (BW)']"
566,Archen,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Unova (B2W2)', 'Unova (BW)']"
567,Archeops,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Unova (B2W2)', 'Unova (BW)']"
568,Trubbish,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
569,Garbodor,"['Alola (SM)', 'Alola (USUM)', 'Galar', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
570,Zorua,"['Alola (USUM)', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
571,Zoroark,"['Alola (USUM)', 'Hisui ', 'Isle_of_Armor', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
572,Minccino,"['Alola (USUM)', 'Blueberry', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
573,Cinccino,"['Alola (USUM)', 'Blueberry', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
574,Gothita,"['Blueberry', 'Crown_Tundra', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
575,Gothorita,"['Blueberry', 'Crown_Tundra', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
576,Gothitelle,"['Blueberry', 'Crown_Tundra', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
577,Solosis,"['Blueberry', 'Crown_Tundra', 'Galar', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
578,Duosion,"['Blueberry', 'Crown_Tundra', 'Galar', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
579,Reuniclus,"['Blueberry', 'Crown_Tundra', 'Galar', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
580,Ducklett,"['Kalos', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
581,Swanna,"['Kalos', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
582,Vanillite,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
583,Vanillish,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
584,Vanilluxe,"['Alola (SM)', 'Alola (USUM)', 'Crown_Tundra', 'Galar', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
585,Deerling,"['Blueberry', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
586,Sawsbuck,"['Blueberry', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
587,Emolga,"['Alola (SM)', 'Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
588,Karrablast,"['Crown_Tundra', 'Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
589,Escavalier,"['Crown_Tundra', 'Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
590,Foongus,"['Hyperspace', 'Isle_of_Armor', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
591,Amoonguss,"['Hyperspace', 'Isle_of_Armor', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
592,Frillish,"['Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Unova (B2W2)', 'Unova (BW)']"
593,Jellicent,"['Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Unova (B2W2)', 'Unova (BW)']"
594,Alomomola,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
595,Joltik,"['Blueberry', 'Crown_Tundra', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
596,Galvantula,"['Blueberry', 'Crown_Tundra', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
597,Ferroseed,"['Crown_Tundra', 'Galar', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
598,Ferrothorn,"['Crown_Tundra', 'Galar', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
599,Klink,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
600,Klang,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
601,Klinklang,"['Galar', 'Unova (B2W2)', 'Unova (BW)']"
602,Tynamo,"['Blueberry', 'Kitakami', 'Lumiose', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
603,Eelektrik,"['Blueberry', 'Kitakami', 'Lumiose', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
604,Eelektross,"['Blueberry', 'Kitakami', 'Lumiose', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
605,Elgyem,"['Alola (USUM)', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
606,Beheeyem,"['Alola (USUM)', 'Galar', 'Unova (B2W2)', 'Unova (BW)']"
607,Litwick,"['Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
608,Lampent,"['Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
609,Chandelure,"['Crown_Tundra', 'Galar', 'Kalos', 'Kitakami', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
610,Axew,"['Blueberry', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
611,Fraxure,"['Blueberry', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
612,Haxorus,"['Blueberry', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
613,Cubchoo,"['Blueberry', 'Crown_Tundra', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
614,Beartic,"['Blueberry', 'Crown_Tundra', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
615,Cryogonal,"['Crown_Tundra', 'Hyperspace', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
616,Shelmet,"['Crown_Tundra', 'Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
617,Accelgor,"['Crown_Tundra', 'Galar', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
618,Stunfisk,"['Galar', 'Kalos', 'Lumiose', 'Unova (B2W2)', 'Unova (BW)']"
619,Mienfoo,"['Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
620,Mienshao,"['Alola (USUM)', 'Isle_of_Armor', 'Kalos', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
621,Druddigon,"['Alola (USUM)', 'Crown_Tundra', 'Isle_of_Armor', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
622,Golett,"['Alola (USUM)', 'Blueberry', 'Crown_Tundra', 'Galar', 'Hyperspace', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
623,Golurk,"['Alola (USUM)', 'Blueberry', 'Crown_Tundra', 'Galar', 'Hyperspace', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
624,Pawniard,"['Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kalos', 'Kitakami', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
625,Bisharp,"['Alola (USUM)', 'Galar', 'Isle_of_Armor', 'Kalos', 'Kitakami', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
626,Bouffalant,"['Isle_of_Armor', 'Unova (B2W2)', 'Unova (BW)']"
627,Rufflet,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
628,Braviary,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Galar', 'Hisui ', 'Isle_of_Armor', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
629,Vullaby,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Galar', 'Isle_of_Armor', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
630,Mandibuzz,"['Alola (SM)', 'Alola (USUM)', 'Blueberry', 'Galar', 'Isle_of_Armor', 'Kitakami', 'Unova (B2W2)', 'Unova (BW)']"
631,Heatmor,"['Crown_Tundra', 'Galar', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
632,Durant,"['Crown_Tundra', 'Galar', 'Kalos', 'Unova (B2W2)', 'Unova (BW)']"
633,Deino,"['Crown_Tundra', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
634,Zweilous,"['Crown_Tundra', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
635,Hydreigon,"['Crown_Tundra', 'Galar', 'Kalos', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
636,Larvesta,"['Alola (USUM)', 'Isle_of_Armor', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
637,Volcarona,"['Alola (USUM)', 'Isle_of_Armor', 'Paldea', 'Unova (B2W2)', 'Unova (BW)']"
638,Cobalion,"['Crown_Tundra', 'Hyperspace', 'Unova (B2W2)', 'Unova (BW)']"
