National_Dex,Pokemon,Form,RGBY,FrLg,GSC,RSE,DPPt,HgSs,BW,B2W2,XY,OrAs,SM,UsUm,PE,SwSh,BdSp,LA,SV,ZA
577,Solosis,,[],[],[],[],[],[],['White'],['White 2'],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
578,Duosion,,[],[],[],[],[],[],['White'],['White 2'],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
579,Reuniclus,,[],[],[],[],[],[],['White'],['White 2'],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
580,Ducklett,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
581,Swanna,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
582,Vanillite,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
583,Vanillish,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
584,Vanilluxe,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
585,Deerling,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
586,Sawsbuck,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
587,Emolga,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
588,Karrablast,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
589,Escavalier,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
590,Foongus,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
591,Amoonguss,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
592,Frillish,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],[]
593,Jellicent,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],[]
594,Alomomola,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",[]
595,Joltik,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
596,Galvantula,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
597,Ferroseed,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
598,Ferrothorn,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
599,Klink,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
600,Klang,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
601,Klinklang,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],[]
602,Tynamo,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
603,Eelektrik,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
604,Eelektross,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
605,Elgyem,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],[]
606,Beheeyem,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],[]
607,Litwick,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
608,Lampent,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
609,Chandelure,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
610,Axew,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
611,Fraxure,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
612,Haxorus,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
613,Cubchoo,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
614,Beartic,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
615,Cryogonal,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
616,Shelmet,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
617,Accelgor,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
618,Stunfisk,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
618,Stunfisk,Galarian,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
619,Mienfoo,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
620,Mienshao,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
621,Druddigon,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],[]
622,Golett,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],['Ultra Sun'],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
623,Golurk,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],['Ultra Sun'],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
624,Pawniard,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
625,Bisharp,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
626,Bouffalant,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],[]
627,Rufflet,,[],[],[],[],[],[],['White'],['White 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",['Sun'],['Ultra Sun'],[],['Sword'],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
628,Braviary,,[],[],[],[],[],[],['White'],['White 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",['Sun'],['Ultra Sun'],[],['Sword'],[],[],"['Scarlet', 'Violet']",[]
628,Braviary,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
629,Vullaby,,[],[],[],[],[],[],['Black'],['Black 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",['Moon'],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
630,Mandibuzz,,[],[],[],[],[],[],['Black'],['Black 2'],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",['Moon'],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
631,Heatmor,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
632,Durant,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
633,Deino,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],['Sword'],[],[],['Scarlet'],[]
634,Zweilous,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],['Sword'],[],[],['Scarlet'],[]
635,Hydreigon,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],['Sword'],[],[],['Scarlet'],[]
636,Larvesta,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
637,Volcarona,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
638,Cobalion,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],['Violet'],['Legends ZA']
639,Terrakion,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],['Violet'],['Legends ZA']
640,Virizion,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']",[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],['Violet'],['Legends ZA']
641,Tornadus,,[],[],[],[],[],[],['Black'],[],[],['Omega Ruby'],"['Sun', 'Moon']",['Ultra Sun'],[],['Sword'],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
641,Tornadus,Therian Forme,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
642,Thundurus,,[],[],[],[],[],[],['White'],[],[],['Alpha Sapphire'],"['Sun', 'Moon']",['Ultra Moon'],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
642,Thundurus,Therian Forme,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
643,Reshiram,,[],[],[],[],[],[],['Black'],['White 2'],[],['Omega Ruby'],"['Sun', 'Moon']",['Ultra Sun'],[],['Sword'],[],[],['Scarlet'],[]
644,Zekrom,,[],[],[],[],[],[],['White'],['Black 2'],[],['Alpha Sapphire'],"['Sun', 'Moon']",['Ultra Moon'],[],"['Sword', 'Shield']",[],[],['Violet'],[]
645,Landorus,,[],[],[],[],[],[],"['Black', 'White']",[],[],"['Omega Ruby', 'Alpha Sapphire']",[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
645,Landorus,Therian Forme,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",[]
646,Black Kyurem,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
646,Kyurem,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",[]
646,White Kyurem,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
647,Keldeo,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
647,Keldeo,Resolute Form,[],[],[],[],[],[],[],[],[],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
648,Meloetta,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
649,Genesect,,[],[],[],[],[],[],"['Black', 'White']","['Black 2', 'White 2']","['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
650,Chespin,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
651,Quilladin,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
652,Chesnaught,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
653,Fennekin,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
654,Braixen,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
655,Delphox,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
656,Froakie,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
657,Frogadier,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
658,Greninja,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
659,Bunnelby,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
660,Diggersby,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
661,Fletchling,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
662,Fletchinder,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
663,Talonflame,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
664,Scatterbug,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
665,Spewpa,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
666,Vivillon,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
667,Litleo,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
668,Pyroar,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
669,Flabebe,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
669,Flabébé,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],[],[]
670,Floette,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
670,Floette,Eternal,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends ZA']
671,Florges,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
672,Skiddo,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
673,Gogoat,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],"['Scarlet', 'Violet']",['Legends ZA']
674,Pancham,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
675,Pangoro,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
676,Furfrou,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],[],[],[],[],['Legends ZA']
677,Espurr,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
678,Meowstic,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
678,Meowstic,Male,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Scarlet', 'Violet']",[]
679,Honedge,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
680,Doublade,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
681,Aegislash,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
682,Spritzee,,[],[],[],[],[],[],[],[],['Y'],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
683,Aromatisse,,[],[],[],[],[],[],[],[],['Y'],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
684,Swirlix,,[],[],[],[],[],[],[],[],['X'],[],[],[],[],['Sword'],[],[],[],['Legends ZA']
685,Slurpuff,,[],[],[],[],[],[],[],[],['X'],[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
686,Inkay,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
687,Malamar,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
688,Binacle,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
689,Barbaracle,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']",[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
690,Skrelp,,[],[],[],[],[],[],[],[],['Y'],['Omega Ruby'],[],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],['Scarlet'],['Legends ZA']
691,Dragalge,,[],[],[],[],[],[],[],[],['Y'],['Omega Ruby'],[],['Ultra Moon'],[],"['Sword', 'Shield']",[],[],['Scarlet'],['Legends ZA']
692,Clauncher,,[],[],[],[],[],[],[],[],['X'],['Alpha Sapphire'],[],['Ultra Sun'],[],['Sword'],[],[],['Violet'],['Legends ZA']
693,Clawitzer,,[],[],[],[],[],[],[],[],['X'],['Alpha Sapphire'],[],['Ultra Sun'],[],['Sword'],[],[],['Violet'],['Legends ZA']
694,Helioptile,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
695,Heliolisk,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
696,Tyrunt,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
697,Tyrantrum,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
698,Amaura,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
699,Aurorus,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
700,Sylveon,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
701,Hawlucha,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
702,Dedenne,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
703,Carbink,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
704,Goomy,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
705,Sliggoo,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
705,Sliggoo,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
706,Goodra,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],"['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
706,Goodra,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
707,Klefki,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
708,Phantump,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
709,Trevenant,,[],[],[],[],[],[],[],[],"['X', 'Y']","['Omega Ruby', 'Alpha Sapphire']","['Sun', 'Moon']",[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
710,Pumpkaboo,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],['Legends ZA']
711,Gourgeist,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],[],[]
712,Bergmite,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
713,Avalugg,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
713,Avalugg,Hisuian,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Legends Arceus'],"['Scarlet', 'Violet']",['Legends ZA']
714,Noibat,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
715,Noivern,,[],[],[],[],[],[],[],[],"['X', 'Y']",[],[],[],[],"['Sword', 'Shield']",[],[],"['Scarlet', 'Violet']",['Legends ZA']
